OSEBuildingID,BuildingType,PrimaryPropertyType,PropertyName,Address,TaxParcelIdentificationNumber,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),DefaultData,TotalGHGEmissions,GHGEmissionsIntensity
768.0,NonResidential,Large Office,1201 Western Avenue,1201 Western Avenue,7666202480,DOWNTOWN,1910.0,1.0,7.0,122356.0,0.0,122356.0,"Data Center, Office, Retail Store",Office,95942.0,Retail Store,15523.0,Data Center,182.0,91.0,41.09999847,41.90000153,125.0,125.8000031,4585070.5,4675881.5,0.0,4371815.0,213255.0,False,41.8,0.34
769.0,NonResidential,Small- and Mid-Sized Office,United Way of King County,720 2nd Ave,0939000240,DOWNTOWN,1921.0,1.0,3.0,52298.0,0.0,52298.0,Office,Office,50250.0,RAS,0.0,RAS,0.0,89.0,39.20000076,40.59999847,123.0,127.4000015,1968655.125,2038746.5,0.0,1968655.0,0.0,False,13.72,0.26
771.0,NonResidential,Large Office,Hoge Building,705 2nd Avenue,0939000230,DOWNTOWN,1911.0,1.0,17.0,116640.0,0.0,116640.0,"Financial Office, Food Service, Office, Other",Office,82053.0,Financial Office,6561.0,Food Service,6333.0,75.0,70.30000305,73.59999847,185.8999939,190.5,6758565.5,7066534.5,1736650.625,5021914.0,0.0,False,169.06,1.45
772.0,NonResidential,Large Office,800 Fifth Avenue,800 5th Ave,0942000470,DOWNTOWN,1981.0,1.0,2.0,49289.5,0.0,47391.5,"Data Center, Medical Office, Office, Parking, Restaurant",Office,44039.0,Parking,0.0,Medical Office,12941.0,95.0,38.0,39.59999847,119.5,124.3000031,37980712.0,39518364.0,0.0,37980705.0,0.0,False,264.78,0.21
773.0,NonResidential,Small- and Mid-Sized Office,SEATTLE BUILDING,215 COLUMBIA ST,0939000245,DOWNTOWN,1924.0,1.1686674669867947,4.0,63150.0,0.0,63150.0,Office,Office,98764.68592057761,RAS,0.0,RAS,0.0,65.44972577696527,72.15879886352613,74.56852856205165,175.82989198558644,178.0908763802791,8437933.216594957,8064790.43755734,512572.5649878632,5843492.819380552,1970844.6416793517,False,184.97330132052824,1.6078451380552221
776.0,NonResidential,Medical Office,First Hill Medical Building,515 Minor Avenue,8590900765,EAST,1988.0,1.0,5.0,188339.0,99314.0,89025.0,"Medical Office, Parking",Medical Office,81873.0,Parking,67000.0,RAS,0.0,15.0,104.0999985,104.9000015,310.2999878,311.1000061,8523594.0,8588643.0,0.0,7873601.0,649993.0,False,89.41,0.47
777.0,NonResidential,University,Hospital Central Services Laundry,800 13th Ave,2254500945,CENTRAL,1916.0,1.0,2.0,60122.0,0.0,60122.0,"College/University, Parking",College/University,60122.0,Parking,0.0,RAS,0.0,65.44972577696527,11.5,12.39999962,32.70000076,35.59999847,690529.5,745830.3125,0.0,593029.0,97500.0,False,9.31,0.15
778.0,NonResidential,Small- and Mid-Sized Office,1st && King Street,500 1st Avenue S.,7666206830,DOWNTOWN,1910.0,1.0,6.0,95000.0,13700.0,81300.0,"Office, Parking",Office,84481.0,Parking,8474.0,RAS,0.0,83.0,48.0,50.5,148.8999939,157.0,4052720.0,4269199.5,0.0,3983832.0,68888.0,False,31.43,0.33
779.0,NonResidential,Large Office,Administration Building,500 5TH AVE,0942000920,DOWNTOWN,1971.0,1.0,9.0,224857.0,0.0,224857.0,Office,Office,204993.0,RAS,0.0,RAS,0.0,79.0,74.5,78.80000305,195.6999969,200.8999939,15272491.0,16162013.0,4047481.0,11225008.0,0.0,False,390.67,1.74
780.0,NonResidential,Large Office,King Street Center,201 South Jackson A-15,5247800795,DOWNTOWN,1998.0,1.0,8.0,446261.0,124788.0,321473.0,"Office, Parking",Office,343400.0,Parking,114237.0,RAS,0.0,96.0,39.5,39.5,124.0999985,124.0999985,13568148.0,13568148.0,0.0,13568146.0,0.0,False,94.59,0.21
782.0,NonResidential,Other,DOT 17G_01 1051 BUILDING,1051 1ST AVE SO,7666206955,GREATER DUWAMISH,1939.0,1.0,2.0,58492.0,0.0,58492.0,Other,Other,58500.0,RAS,0.0,RAS,0.0,65.44972577696527,27.29999924,31.60000038,54.29999924,58.79999924,1594422.5,1849863.625,0.0,717806.0,876616.0,False,51.56,0.88
783.0,NonResidential,Small- and Mid-Sized Office,Taylor Edwards Building,1518 1st Avenue South,7666206440,GREATER DUWAMISH,1907.0,1.0,6.0,62370.0,0.0,62370.0,"Office, Restaurant",Office,49473.0,Restaurant,10408.0,RAS,0.0,30.0,72.69999695,72.69999695,228.3000031,228.3000031,4353025.0,4353025.0,0.0,4353024.0,0.0,False,30.35,0.49
784.0,NonResidential,Warehouse,SEWA,1919 Sixth Ave South,7666204495,GREATER DUWAMISH,1960.0,1.0,1.0,73296.0,0.0,73296.0,"Non-Refrigerated Warehouse, Parking",Non-Refrigerated Warehouse,77800.0,Parking,0.0,RAS,0.0,83.0,30.29999924,34.79999924,61.79999924,66.69999695,2356376.75,2709055.0,0.0,1117577.0,1238800.0,False,73.58,1.0
785.0,Nonresidential COS,Other,Airport Way Ctr - Bldg A,2203 Airport Way S,7666203240,GREATER DUWAMISH,1944.0,1.0,4.0,99122.0,0.0,99122.0,"Office, Other",Other,50036.0,Office,49086.0,RAS,0.0,65.44972577696527,146.0,146.5,422.3999939,423.0,14469228.0,14522162.0,0.0,12766128.0,1703098.0,False,179.45,1.81
786.0,NonResidential,Other,J D OTT COMPANY (2244 6th Ave S),2244 6th Avenue S,7666203489,GREATER DUWAMISH,1985.0,1.0,1.0,66133.0,0.0,66133.0,"Non-Refrigerated Warehouse, Office, Other",Other,60787.0,Office,13805.0,Non-Refrigerated Warehouse,2408.0,65.44972577696527,82.40000153,84.80000305,231.8999939,234.3999939,6345009.5,6528948.0,0.0,5354420.0,990589.0,False,89.94,1.36
787.0,NonResidential,Warehouse,Seattle Lighting Distribution Center,26 South Hanford Street,7666207627,GREATER DUWAMISH,1952.0,1.0,2.0,115668.0,0.0,115668.0,"Data Center, Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,101752.0,Office,8068.0,Retail Store,4270.0,65.44972577696527,30.79999924,33.59999847,62.59999847,65.5,3534690.75,3847929.5,0.0,1657935.0,1876755.0,False,111.23,0.96
791.0,NonResidential,Other,United Parcel Service,4455 7th Avenue South,7376600390,GREATER DUWAMISH,1970.0,1.0,1.0,141686.0,0.0,141686.0,Other,Other,152511.0,RAS,0.0,RAS,0.0,65.44972577696527,43.79999924,44.79999924,137.3999939,140.8000031,6673138.0,6837936.0,0.0,6673137.0,0.0,False,46.52,0.33
792.0,NonResidential,Small- and Mid-Sized Office,McKinstry SEA - 5005 3rd Ave S Office,5005 3rd Avenue S.,3573700320,GREATER DUWAMISH,1950.0,1.0,1.0,93610.0,0.0,93610.0,"Data Center, Office",Office,101278.0,Data Center,502.0,RAS,0.0,95.0,61.29999924,65.0,144.0,146.1999969,6235947.0,6612733.0,0.0,3877758.0,2358189.0,False,152.28,1.63
793.0,NonResidential,Large Office,Seattle Design Center (Atrium Building),5701 6th Ave. S,2738100010,GREATER DUWAMISH,1973.0,1.0,2.0,156188.0,0.0,156188.0,"Office, Parking",Office,141917.0,Parking,0.0,RAS,0.0,67.0,48.20000076,50.59999847,147.1999969,154.6999969,6843855.0,7181600.0,0.0,6557481.0,286373.0,False,60.92,0.39
794.0,NonResidential,Warehouse,NWCP-SEA Bldg C,703 S Fidalgo St,2738100480,GREATER DUWAMISH,1966.0,1.0,1.0,115620.0,0.0,115620.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,56900.0,RAS,0.0,RAS,0.0,11.0,34.29999924,34.29999924,107.6999969,107.6999969,1951856.25,1951856.25,0.0,1951856.0,0.0,False,13.61,0.12
796.0,NonResidential,Large Office,6100 Building,6100 4th Ave S,5367200610,GREATER DUWAMISH,1975.0,1.0,5.0,238148.0,0.0,238148.0,"Office, Parking",Office,245240.0,Parking,5616.0,Parking,5616.0,93.0,43.90000153,43.90000153,138.0,138.0,10775646.0,10775646.0,0.0,10775645.0,0.0,False,75.12,0.32
797.0,NonResidential,Distribution Center,Westcore River Street,303 S River Street,5367204100,GREATER DUWAMISH,1969.0,1.0,1.0,71718.0,0.0,71718.0,Distribution Center,Distribution Center,71718.0,RAS,0.0,RAS,0.0,100.0,2.099999905,2.099999905,6.599999905,6.599999905,151754.2969,151754.2969,0.0,151754.0,0.0,False,1.06,0.01
798.0,NonResidential,Warehouse,OPS,7440 W. Marginal Way S.,2924049101,GREATER DUWAMISH,1969.0,1.0,1.0,55450.0,0.0,55450.0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,34206.0,Office,21244.0,RAS,0.0,31.0,78.40000153,87.30000305,163.3000031,171.3999939,4345698.0,4843056.0,0.0,2149197.0,2196501.0,False,131.64,2.37
799.0,NonResidential,Distribution Center,Cloverdale Business Park Building D,309 South Cloverdale Street,3224049012,GREATER DUWAMISH,1979.0,1.0,1.0,54880.0,0.0,54880.0,Distribution Center,Distribution Center,55000.0,RAS,0.0,RAS,0.0,32.0,50.20000076,54.79999924,99.90000153,104.6999969,2763597.0,3013861.5,0.0,1240788.0,1522809.0,False,89.53,1.63
800.0,NonResidential,Retail Store,WEST SEATTLE (0637),2800 SW BARTON ST,3624039166,DELRIDGE,1992.0,1.0,1.0,102500.0,0.0,102500.0,"Parking, Retail Store",Retail Store,99471.0,Parking,0.0,RAS,0.0,81.0,73.40000153,77.69999695,181.6000061,185.5,7305474.0,7728856.5,0.0,4972873.0,2332600.0,False,158.55,1.55
801.0,NonResidential,Other,NORTH BLDG,2670 NE 49th Street,0925049425,NORTHEAST,2002.0,1.0,6.0,361398.0,0.0,88498.0,"Non-Refrigerated Warehouse, Other, Parking, Retail Store",Parking,232685.0,Retail Store,63419.0,Non-Refrigerated Warehouse,15757.0,65.44972577696527,108.5,111.4000015,308.7999878,311.8999939,8915523.0,9158207.0,0.0,7663584.0,1251938.0,False,119.92,0.33
802.0,NonResidential,Supermarket/Grocery Store,70500849 -- Rainier Valley,2707 Rainier Avenue South,5260300005,GREATER DUWAMISH,1963.0,1.0,1.0,50785.0,0.0,50785.0,Supermarket/Grocery Store,Supermarket/Grocery Store,27382.0,RAS,0.0,RAS,0.0,57.0,271.7000122,277.2999878,615.5999756,618.0999756,7439009.0,7593035.0,0.0,4327325.0,3111684.0,False,195.43,3.85
803.0,NonResidential,Small- and Mid-Sized Office,200 SW Michigan,200 SW Michigan,5367202506,Delridge,1929.0,1.0,3.0,85126.0,0.0,85126.0,Office,Office,81526.0,RAS,0.0,RAS,0.0,1.0,51.90000153,53.90000153,131.0,134.25,37951708.0,38074932.0,0.0,18610055.0,685132.0,False,166.13,1.95
804.0,NonResidential,Other,Northgate North,302 NE Northgate Way,2926049109,North,2000.0,1.0,5.0,303255.0,19820.0,283435.0,"Other, Parking, Restaurant, Retail Store",Parking,321828.0,Retail Store,0.0,Other,5636.0,65.44972577696527,36.5,36.5,111.3000031,111.3000031,11077140.0,11077140.0,0.0,10602152.0,474987.0,False,99.14,0.33
805.0,NonResidential,Distribution Center,Portside Distribution Center,4050 E. Marginal Way South,7666207536,GREATER DUWAMISH,1986.0,1.0,1.0,411584.0,0.0,411584.0,"Distribution Center, Non-Refrigerated Warehouse, Refrigerated Warehouse",Distribution Center,288048.0,Non-Refrigerated Warehouse,83683.0,Refrigerated Warehouse,35760.0,43.0,37.0,41.70000076,77.40000153,81.69999695,15091579.0,16973858.0,0.0,7501894.0,7589685.0,False,455.39,1.11
806.0,NonResidential,Mixed Use Property,US Rubber Building,212 S Jackson Street,5247800865,DOWNTOWN,1902.0,1.0,4.0,73320.0,0.0,73320.0,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,27283.0,Office,23277.0,Retail Store,6540.0,65.44972577696527,20.0,23.0,45.90000153,50.5,1141189.75,1315191.375,0.0,681682.0,459508.0,False,29.16,0.4
807.0,NonResidential,Large Office,645 Elliott - North Building,645 Elliott Avenue West,3879902265,MAGNOLIA / QUEEN ANNE,2008.0,1.0,4.0,242686.0,100176.0,142510.0,"Office, Parking",Office,149081.0,Parking,76364.0,RAS,0.0,77.0,65.0,65.0,204.0,204.0,9683979.0,9683979.0,0.0,9683978.0,0.0,False,67.51,0.28
809.0,NonResidential,Small- and Mid-Sized Office,Washington Shoe Building,400 Occidental Ave. South,5247800735,DOWNTOWN,1900.0,1.0,6.0,95760.0,15840.0,79920.0,Office,Office,95760.0,RAS,0.0,RAS,0.0,83.0,56.29999924,58.29999924,159.3999939,163.8000031,5392617.5,5587502.5,0.0,4593859.0,798758.0,False,74.45,0.78
811.0,NonResidential,Warehouse,City Commerce Park,3849 1st Ave S.,1824049060,GREATER DUWAMISH,1946.0,1.0,1.0,179413.0,0.0,179413.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,178087.0,RAS,0.0,RAS,0.0,57.0,19.39999962,19.39999962,61.0,61.0,3459543.0,3459543.0,0.0,3459542.0,0.0,False,24.12,0.13
812.0,NonResidential,Warehouse,Seattle Pottery Supply,35 S Hanford St,7666207611,GREATER DUWAMISH,1917.0,0.0,1.0,65288.0,0.0,65288.0,"Non-Refrigerated Warehouse, Office, Other - Services, Retail Store",Non-Refrigerated Warehouse,60000.0,Other - Services,5000.0,Retail Store,5000.0,65.44972577696527,8.600000381,8.600000381,27.10000038,27.10000038,605971.1875,605971.1875,0.0,605971.0,0.0,False,4.22,0.06
813.0,NonResidential,Warehouse,3546 W Marginal Way SW,3546 W Marginal Way SW,7666703967,Delridge,1966.0,1.0,1.0,170632.0,0.0,170632.0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,164806.0,Office,5826.0,RAS,0.0,98.0,3.5,3.599999905,11.10000038,11.39999962,602245.0,622185.6875,0.0,602245.0,0.0,False,4.2,0.02
814.0,NonResidential,Large Office,West Lake Union Center,1505 Westlake Avenue North,8807900130,MAGNOLIA / QUEEN ANNE,1994.0,1.0,10.0,381511.0,0.0,381511.0,"Office, Parking",Office,220033.0,Parking,0.0,RAS,0.0,87.0,51.90000153,52.29999924,157.3999939,157.8999939,11410228.0,11518169.0,0.0,10834205.0,576022.0,False,106.12,0.28
815.0,NonResidential,Large Office,Fifth and Yesler,300 - 5th Avenue,0942001155,DOWNTOWN,2009.0,1.0,17.0,413264.0,0.0,275166.0,"Office, Parking",Office,295494.0,Parking,94781.0,RAS,0.0,91.0,46.09999847,46.09999847,144.8000031,144.8000031,13631141.0,13631141.0,0.0,13631140.0,0.0,False,95.03,0.23
817.0,NonResidential,Mixed Use Property,Russell Hall,1414 NE 42nd Street,1142001150,NORTHEAST,2009.0,1.0,6.0,122400.0,54300.0,68100.0,"Multifamily Housing, Office, Parking, Retail Store",Office,41624.0,Parking,33399.0,Multifamily Housing,20740.0,63.0,68.30000305,70.69999695,185.6000061,192.3999939,4865551.5,5034998.5,0.0,3880094.0,985457.0,False,79.39,0.65
819.0,NonResidential,Retail Store,BLDG D,2689 NE University Village Street,0925049346,NORTHEAST,1956.0,1.0,2.0,93803.0,0.0,93803.0,"Non-Refrigerated Warehouse, Other, Restaurant, Retail Store",Retail Store,85572.0,Restaurant,2950.0,Other,2500.0,65.44972577696527,58.79999924,59.90000153,149.1000061,150.3999939,5453438.5,5561522.5,0.0,3884335.0,1569103.0,False,110.41,1.18
820.0,SPS-District K-12,K-12 School,Bailey Gatzert Elementary,1301 E. Yesler Way,0007600137,CENTRAL,1988.0,1.0,1.0,52924.0,0.0,52924.0,K-12 School,K-12 School,52924.0,RAS,0.0,RAS,0.0,65.44972577696527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1957268.0,0.0,False,13.64,0.26
821.0,NonResidential,Warehouse,3701 S. Norfolk,3701 S. Norfolk Street,0323049194,GREATER DUWAMISH,1966.0,1.0,2.0,123000.0,0.0,123000.0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,112484.0,Office,24433.0,RAS,0.0,47.0,21.89999962,21.89999962,68.90000153,68.90000153,3004271.0,3004271.0,0.0,3004271.0,0.0,False,20.94,0.17
861.0,NonResidential,Medical Office,Patricia Steele Building,401 Broadway,8590900805,EAST,2003.0,1.0,5.0,275130.0,112980.0,162150.0,Medical Office,Medical Office,177748.0,RAS,0.0,RAS,0.0,70.0,55.90000153,55.90000153,175.6000061,175.6000061,9941308.0,9941308.0,0.0,9941307.0,0.0,False,69.3,0.25
822.0,NonResidential,Warehouse,(ID#822) 98 NORFOLK,9877 40TH AVE S,0323049221,GREATER DUWAMISH,1978.0,1.0,1.0,60448.0,0.0,60448.0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,52702.0,Office,7746.0,RAS,0.0,90.0,17.39999962,19.29999924,39.70000076,41.70000076,1052244.75,1167543.25,0.0,620853.0,431392.0,False,27.24,0.45
828.0,NonResidential,Hospital,Swedish First Hill,747 Broadway,1978201096,EAST,1994.0,7.0,14.0,49289.5,0.0,47391.5,"Hospital (General Medical & Surgical), Parking",Hospital (General Medical & Surgical),44039.0,Parking,0.0,RAS,0.0,54.0,177.8999939,180.5,377.0,378.3999939,2557796.375,2691883.125,0.0,1613401.5,17316120.0,False,49.599999999999994,6.97
829.0,NonResidential,Other,Northwest Work Lofts,3131 Western Ave.,1992200425,MAGNOLIA / QUEEN ANNE,1928.0,3.0,4.0,62600.0,0.0,62600.0,Other,Other,215197.0,RAS,0.0,RAS,0.0,65.44972577696527,51.79999924,58.70000076,93.5,100.5999985,11147342.0,12637976.0,0.0,4031128.0,7116213.0,False,406.04,6.49
830.0,NonResidential,Mixed Use Property,childhaven,316 broadway,2197600100,EAST,2004.0,1.0,4.0,77412.0,21612.0,55800.0,"Office, Other, Parking",Other,26400.0,Office,19200.0,Parking,17000.0,65.44972577696527,58.20000076,60.09999847,180.5,186.3999939,2655387.5,2740574.75,0.0,2604783.0,50604.0,False,20.85,0.27
831.0,NonResidential,Medical Office,600 Broadway,600 Broadway,2197600250,EAST,1990.0,1.0,5.0,289419.0,0.0,130262.0,"Medical Office, Parking",Medical Office,146150.0,Parking,139000.0,RAS,0.0,59.0,87.09999847,87.69999695,259.7000122,260.2999878,12731388.0,12814944.0,0.0,11761550.0,969837.0,False,133.5,0.46
832.0,NonResidential,Other,Salal Credit Union Headquarters,9706 4th Ave NE,2434900150,NORTH,1987.0,1.0,5.0,90266.0,0.0,90266.0,Financial Office,Financial Office,87552.0,RAS,0.0,RAS,0.0,18.0,88.80000305,90.80000305,278.7000122,285.0,7771933.5,7947933.5,0.0,7771933.0,0.0,False,54.18,0.6
837.0,NonResidential,Warehouse,Peoples Storage,4213 Leary Way NW,2516000215,Ballard,2004.0,1.0,4.0,87332.0,6458.0,80874.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,87332.0,RAS,0.0,RAS,0.0,87.0,13.30000019,13.60000038,38.59999847,38.70000076,1165598.875,1185468.125,0.0,1027649.0,137950.0,False,14.49,0.17
839.0,NonResidential,Hotel,Silver Cloud Inn - Broadway,1100 Broadway,1978201320,EAST,2003.0,1.0,6.0,150545.0,50017.0,100528.0,"Hotel, Parking",Hotel,100528.0,Parking,50017.0,RAS,0.0,28.0,133.3999939,138.8999939,256.5,262.2000122,13410041.0,13961121.0,0.0,5601497.0,7808543.0,False,453.76,3.01
841.0,NonResidential,Other,EMP Museum,325 5th Avenue North,1991200005,MAGNOLIA / QUEEN ANNE,1999.0,1.0,5.0,141718.0,0.0,141718.0,"Other - Entertainment/Public Assembly, Restaurant",Other - Entertainment/Public Assembly,134197.0,Restaurant,5803.0,RAS,0.0,65.44972577696527,136.3000031,135.8000031,360.7000122,357.0,19085174.0,19009360.0,0.0,14573159.0,4512014.0,False,341.23,2.41
843.0,NonResidential,Hotel,The Maxwell Hotel,300 Roy ST,5457800400,MAGNOLIA / QUEEN ANNE,2008.0,1.0,5.0,111856.0,21273.0,90583.0,"Hotel, Parking, Restaurant, Swimming Pool",Hotel,92000.0,Parking,20000.0,Restaurant,4006.0,8.0,98.40000153,98.90000153,208.3000031,210.0,9444484.0,9495641.0,0.0,4825247.0,4619236.0,False,278.97,2.49
845.0,NonResidential,Warehouse,08501-Capitol Hill,1815 12th Ave E,6003500780,EAST,1988.0,1.0,4.0,132828.0,0.0,132828.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,132828.0,RAS,0.0,RAS,0.0,83.0,8.199999809,8.199999809,25.60000038,25.60000038,1083729.625,1083729.625,0.0,1083729.0,0.0,False,7.56,0.06
847.0,NonResidential,Warehouse,Pioneer Industries,7000 Highland Parkway SW,3024049003,DELRIDGE,1970.0,1.0,1.0,70400.0,0.0,70400.0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,58047.0,Office,12353.0,RAS,0.0,1.0,198.3000031,200.6999969,502.7000122,505.1000061,13962749.0,14128860.0,0.0,9916987.0,4045761.0,False,284.01,4.03
848.0,NonResidential,Retail Store,#4706 Bitterlake,11616 AURORA AVE N,3026049093,NORTHWEST,1995.0,1.0,1.0,101830.0,0.0,101830.0,Retail Store,Retail Store,130767.0,RAS,0.0,RAS,0.0,60.0,81.90000153,87.69999695,180.8999939,187.0,10713006.0,11474490.0,0.0,5935365.0,4777640.0,False,295.12,2.9
850.0,SPS-District K-12,K-12 School,Leschi Elementary,135 32nd Ave.,3416600240,CENTRAL,1988.0,1.0,3.0,55353.0,0.0,55353.0,K-12 School,K-12 School,55353.0,RAS,0.0,RAS,0.0,65.44972577696527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1433596.0,0.0,False,9.99,0.18
851.0,NonResidential,University,SCCC SEATTLE VOCATIONAL INST.,2120 S JACKSON ST,3646100185,CENTRAL,1974.0,2.0,4.0,114000.0,0.0,114000.0,College/University,College/University,114000.0,RAS,0.0,RAS,0.0,65.44972577696527,66.40000153,66.40000153,186.0,186.0,7575080.0,7575080.0,0.0,6341815.0,1233264.0,False,109.71,0.96
854.0,SPS-District K-12,Other,Stanford Center Building (JSCEE),2445  3RD  AVE  S,7666205235,GREATER DUWAMISH,2002.0,1.0,3.0,338063.0,0.0,338063.0,"Data Center, Non-Refrigerated Warehouse, Other, Refrigerated Warehouse, Repair Services (Vehicle, Shoe, Locksmith, etc), Restaurant",Other,180633.0,"Repair Services (Vehicle, Shoe, Locksmith, etc)",50000.0,Restaurant,50000.0,65.44972577696527,61.20000076,61.70000076,176.6000061,176.8000031,20675922.0,20862660.0,0.0,18175883.0,2500035.0,False,259.49,0.77
857.0,NonResidential,Warehouse,3480 W Marginal Way SW,3480 W Marginal Way SW,7666705088,SOUTHWEST,1965.0,1.0,1.0,152365.0,0.0,152365.0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,149293.0,Office,7858.0,RAS,0.0,88.0,6.800000191,6.900000095,19.79999924,19.89999962,1069749.75,1088167.75,0.0,948207.0,121543.0,False,13.07,0.09
858.0,NonResidential,Medical Office,James Tower,550 17th Avenue,7942600330,CENTRAL,1910.0,1.0,6.0,320946.0,0.0,320946.0,"Laboratory, Medical Office",Medical Office,236359.0,Laboratory,86298.0,RAS,0.0,57.0,78.90000153,79.30000305,246.1999969,247.0,25471308.0,25585012.0,0.0,25205084.0,266222.0,False,189.85,0.59
859.0,NonResidential,Retail Store,Georgetown Center Bldg B,800 S Michigan St,2738100620,GREATER DUWAMISH,1958.0,1.0,1.0,74178.0,0.0,74178.0,Retail Store,Retail Store,74178.0,RAS,0.0,RAS,0.0,65.44972577696527,72.80000305,75.69999695,169.3000031,171.6999969,5402181.0,5617868.0,0.0,3296324.0,2105856.0,False,134.82,1.82
864.0,NonResidential,Warehouse,08458-Lake City,10821 Lake City Way Ne,8902000245,NORTH,1987.0,1.0,4.0,80360.0,0.0,80360.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,80360.0,RAS,0.0,RAS,0.0,96.0,8.5,9.399999619,20.29999924,21.20000076,686019.1875,755287.5,0.0,437019.0,249000.0,False,16.27,0.2
866.0,SPS-District K-12,K-12 School,Lafayette Elementary,2645 California Ave. S.W.,9277200005,SOUTHWEST,1950.0,1.0,1.0,61183.0,0.0,61183.0,K-12 School,K-12 School,62975.0,RAS,0.0,RAS,0.0,92.0,38.5,44.29999924,64.30000305,71.59999847,2424724.25,2789344.0,0.0,720406.0,1704318.0,True,95.54,1.56
867.0,NonResidential,Supermarket/Grocery Store,70500847 -- Harvard Market,1401 Broadway Avenue,3148650000,EAST,1996.0,1.0,3.0,119190.0,0.0,119190.0,Supermarket/Grocery Store,Supermarket/Grocery Store,46280.0,RAS,0.0,RAS,0.0,71.0,217.8000031,225.5,491.2000122,496.2999878,10077532.0,10434333.0,0.0,5813407.0,4264124.0,False,267.0,2.24
868.0,NonResidential,Other,(ID868) BMW SEATTLE - SHOWROOM & OFFICE,1002 AIRPORT WAY S,7666202740,GREATER DUWAMISH,2008.0,1.0,2.0,51856.0,0.0,51856.0,"Automobile Dealership, Office",Automobile Dealership,48103.0,Office,3753.0,RAS,0.0,65.44972577696527,37.40000153,37.29999924,117.4000015,117.1999969,1938613.125,1935438.625,0.0,1938613.0,0.0,False,13.51,0.26
1280.0,NonResidential,Mixed Use Property,Filson World Headquarters LP,1741 1st Ave S,7666207095,GREATER DUWAMISH,1921.0,1.0,3.0,66138.0,12586.0,53552.0,"Manufacturing/Industrial Plant, Office, Parking, Retail Store",Office,26044.0,Manufacturing/Industrial Plant,13884.0,Parking,13858.0,3.0,139.8000031,139.8000031,439.0,439.0,7070998.5,7070998.5,0.0,7070998.0,0.0,False,49.29,0.75
